№	Полож. [°2θ]	Iнабл [имп]	Iрассчетн [имп]	Iзадн [имп]	ПСО	Межплоскостное расстояние D	ВП [с]
2609	59.3869	2679.5680			51.7645	1.5550	97.9200
2610	59.4089	2657.8960			51.5548	1.5545	97.9200
2611	59.4309	2698.8760			51.9507	1.5540	97.9200
2612	59.4529	2704.2190			52.0021	1.5535	97.9200
2613	59.4749	2662.4200			51.5986	1.5529	97.9200
2614	59.4969	2700.3770			51.9652	1.5524	97.9200
2615	59.5189	2637.8340			51.3598	1.5519	97.9200
2616	59.5409	2668.7120			51.6596	1.5514	97.9200
2617	59.5629	2725.8870			52.2100	1.5509	97.9200
2618	59.5849	2645.3490			51.4330	1.5503	97.9200
2619	59.6069	2627.9060			51.2631	1.5498	97.9200
2620	59.6289	2613.9470			51.1268	1.5493	97.9200
2621	59.6509	2605.4260			51.0434	1.5488	97.9200
2622	59.6729	2493.9420			49.9394	1.5483	97.9200
2623	59.6949	2518.8140			50.1878	1.5477	97.9200
2624	59.7169	2503.6900			50.0369	1.5472	97.9200
2625	59.7389	2405.9140			49.0501	1.5467	97.9200
2626	59.7609	2445.0540			49.4475	1.5462	97.9200
2627	59.7829	2359.5920			48.5756	1.5457	97.9200
2628	59.8049	2370.4430			48.6872	1.5452	97.9200
2629	59.8269	2389.3450			48.8809	1.5446	97.9200
2630	59.8489	2392.7420			48.9157	1.5441	97.9200
2631	59.8709	2387.7450			48.8646	1.5436	97.9200
2632	59.8929	2504.7480			50.0475	1.5431	97.9200
2633	59.9149	2451.9480			49.5171	1.5426	97.9200
2634	59.9369	2434.5080			49.3407	1.5421	97.9200
2635	59.9589	2440.2620			49.3990	1.5416	97.9200
2636	59.9809	2433.7030			49.3326	1.5410	97.9200
